intent_BF,intent_BL,intent_DC,intent_FT,intent_OT,intent_PF,intent_RF,intent_SC,intent_TS,change_AP,change_BL,change_CF,change_DA,change_DC,change_DP,change_LG,change_OT,change_TS,change_UI,risk_H,risk_L,risk_M,complexity_H,complexity_L,complexity_M,scope_C,scope_F,scope_L,scope_M,test_H,test_L,test_M,test_N,security_H,security_L,security_M,security_N,intent_confidence,intent_margin,change_confidence,change_margin,risk_confidence,risk_margin,complexity_confidence,complexity_margin,scope_confidence,scope_margin,test_confidence,test_margin,security_confidence,security_margin,buggy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,99.90455508232117,99.83360767364502,99.97827410697936,99.95661973953248,96.59029245376588,94.0162479877472,74.29301738739014,48.61803650856018,99.37498569488524,99.02760982513428,50.39320588111877,3.0531704425811768,86.57481670379639,74.10253286361694,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.47915470600128,7.59236216545105,36.43267154693604,3.2603472471237183,61.96655631065369,36.13505363464356,62.66268491744995,31.15390837192536,34.699830412864685,3.1052768230438232,30.123981833457947,0.9268194437026978,45.35277485847473,10.03199815750122,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,70.45627236366272,59.65145230293274,55.64702153205872,14.93479311466217,87.42693066596985,76.31184458732605,94.14706230163574,88.6670470237732,95.06280422210692,92.52946376800536,74.59180951118469,55.73204755783081,40.95189273357392,7.0015788078308105,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38.09318244457245,20.09923607110977,57.74679183959961,22.721591591835026,89.28818702697754,78.62423658370972,96.8210518360138,93.70874166488647,96.92556262016296,94.71622109413148,92.6022469997406,87.69450783729553,54.9523651599884,19.47245001792908,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,56.45689368247986,39.23851549625397,86.54019832611084,73.2688307762146,96.07346057891846,94.07951831817628,96.79176211357117,94.04599070549013,93.84945631027222,89.97582793235779,76.42020583152771,65.41082859039307,79.38012480735779,62.74114847183228,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,77.44969725608826,60.16833186149597,63.38909864425659,35.2603554725647,91.87674522399902,84.33504104614258,66.50006771087646,33.06173384189606,98.3234405517578,97.5958287715912,60.27718186378479,23.71722161769867,86.14842295646667,74.48950409889221,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.606221079826355,0.3056466579437256,32.08162486553192,7.865142822265625,51.71247124671936,23.596888780593872,37.30353116989136,0.1454293727874755,46.63472771644592,18.349334597587585,85.41814684867859,78.07010412216187,36.72022521495819,6.983277201652527,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,42.4373060464859,18.771208822727203,90.6016170978546,84.64909195899963,92.8763747215271,85.93486547470093,53.10779809951782,6.240332126617432,99.722558259964,99.55530166625977,99.92026686668396,99.87444877624512,60.53641438484192,38.26630711555481,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,80.53457140922546,64.67637419700623,99.8961329460144,99.79290962219238,81.69261813163757,63.464534282684326,94.27725076675416,88.61545920372009,96.42982482910156,93.93911957740784,61.94142699241638,28.786569833755493,51.37800574302673,8.784139156341553,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,34.70028042793274,4.786768555641174,35.51919162273407,15.9036323428154,61.12362742424011,24.05027151107788,78.85015606880188,63.32364082336426,45.6695169210434,21.224384009838104,43.57289671897888,13.62571120262146,48.082104325294495,18.918833136558533,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.93268251419067,99.90488886833192,99.38738346099854,98.95501136779784,86.68131828308105,76.32871270179749,75.45349597930908,50.95733404159546,98.68221282958984,98.13097715377808,55.654144287109375,12.310653924942017,98.59452843666077,97.31400609016418,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50.93036890029907,34.26601588726044,41.7099267244339,25.87862312793732,74.71447587013245,59.88693237304688,49.22131299972534,10.887718200683594,38.62910568714142,4.002198576927185,54.38513159751892,33.087608218193054,52.17931866645813,16.317030787467957,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,51.22094750404358,29.06163334846497,69.13277506828308,60.61394810676575,56.85495138168335,29.919779300689697,53.24276685714722,22.78721928596497,38.98570239543915,11.981096863746645,38.96453678607941,11.762908101081848,37.93170750141144,1.9836008548736568,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,98.89216423034668,97.8601336479187,99.76736903190611,99.53505396842957,96.0254430770874,92.73963570594788,94.58982944488524,89.25343751907349,94.16138529777528,89.89289402961731,87.94673681259155,82.49746561050415,94.79644894599916,91.1207914352417,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,96.051824092865,93.15131306648254,60.16769409179688,23.674142360687256,97.86455631256104,95.83344459533691,96.19730710983276,92.4673318862915,96.02736830711363,93.30328106880188,85.91805100440979,74.99479651451111,87.67886757850647,80.01757264137268,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,40.74696302413941,5.894237756729126,39.95082080364227,29.36490774154663,93.51546168327332,87.53721714019775,89.56333994865417,83.65599513053894,62.097227573394775,47.34784364700317,47.860726714134216,12.293654680252075,91.56959056854248,86.07040643692017,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.21620988845825,5.900558829307556,99.77691173553468,99.55865144729614,92.10718870162964,84.54657196998596,82.60489702224731,65.28997421264648,99.00672435760498,98.38004112243652,95.28158903121948,91.81095957756042,75.80130696296692,54.08386588096619,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,58.50122570991516,35.591816902160645,83.35822224617004,66.94401502609253,86.18410229682922,72.96733856201172,89.78691101074219,79.71310019493103,95.42421102523804,92.25943684577942,71.78581953048706,49.89238381385803,86.87752485275269,75.83228945732117,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,90.50248265266418,85.39668321609497,81.21199607849121,66.18928909301758,76.82326436042786,54.81302738189697,97.3556101322174,94.99334692955016,88.06101083755493,79.06501293182373,51.50495767593384,16.106152534484863,99.8757004737854,99.75504875183104,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,35.07753312587738,2.2336721420288086,48.748621344566345,35.62811017036438,90.8929169178009,84.70757603645325,74.35239553451538,58.76728892326355,75.83718299865723,64.64725136756897,42.90030896663666,9.48951542377472,83.63640308380127,75.85700750350952,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.50699019432068,1.2138426303863523,41.805073618888855,28.01922261714936,71.01709842681885,55.17104268074036,90.14598727226256,81.62906169891357,40.16951620578766,18.158437311649323,31.96050226688385,1.9363880157470703,61.84017062187195,48.46629500389099,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,89.00094628334045,84.28406715393066,75.1971960067749,57.33629465103149,59.194570779800415,18.51077675819397,73.05715680122375,46.180927753448486,97.74009585380554,96.34590744972228,43.07919442653656,2.6100367307662964,63.99497389793396,31.81627988815308,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,67.74591207504272,55.973440408706665,91.5662169456482,89.54325318336487,96.35120034217834,93.61792802810668,94.60354447364809,89.26637768745422,99.2544949054718,98.87344241142272,78.69371175765991,65.01879692077637,63.8672411441803,35.526323318481445,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,76.60603523254395,59.77792143821716,84.64629054069519,71.25329971313477,66.40431880950928,49.08171594142914,62.39520311355591,38.71265649795532,43.1995153427124,7.941097021102905,49.36570823192597,26.04699730873108,47.74222671985626,12.813270092010498,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,47.88164794445038,18.15125346183777,61.07345223426819,43.84689331054688,64.2419695854187,38.68827819824219,38.68379890918732,2.3437321186065674,45.04624903202057,18.87344121932984,41.38355851173401,2.809840440750122,40.13638496398926,6.862151622772217,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47.45104908943176,22.052332758903503,77.88581252098083,60.50713658332825,93.4018075466156,89.99964594841003,98.2002019882202,96.56255841255188,95.68668603897096,93.13672184944151,77.030348777771,62.78116703033447,96.86043858528136,93.84266138076782,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,35.72359681129456,12.658707797527311,76.7420768737793,69.14358139038086,82.04649686813354,64.84861373901367,72.91361093521118,46.09018862247467,98.82543087005617,97.91527986526488,61.749619245529175,26.56574845314026,70.32054662704468,57.312554121017456,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.04620134830475,20.934706926345825,81.90848231315613,65.77974557876587,75.24438500404358,50.816112756729126,91.36828184127808,82.86970853805542,97.96875715255736,96.73551321029665,64.5153820514679,48.2033371925354,58.71938467025757,27.28916108608246,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42.77196824550629,13.375252485275269,74.42139983177185,59.76696014404297,86.72369718551636,74.98692274093628,95.39057612419128,91.06636643409728,94.32798027992249,89.6316647529602,73.34027886390686,56.97585344314575,94.76894736289978,90.05067944526672,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,99.8335897922516,99.78171586990356,85.18309593200684,72.11984395980835,86.51348352432251,74.05003309249878,96.60351872444151,93.29792857170104,96.22588753700256,94.03249621391296,79.77436780929565,68.2817816734314,79.47635054588318,61.74278259277344,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,34.402939677238464,4.042452573776245,52.66117453575134,11.64861023426056,87.12313175201416,76.71775817871094,96.63098454475404,93.3244526386261,94.63603496551514,90.8501148223877,76.54482126235962,64.80629444122314,99.20639395713806,98.47224950790404,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,56.2545657157898,27.967992424964905,59.55703854560852,23.43386709690094,76.47948265075684,53.15455794334412,86.59753799438477,73.31737279891968,97.29943871498108,95.46076655387878,49.6049165725708,3.005409240722656,71.10874056816101,44.94929313659668,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.51947033405304,34.41688418388367,74.20017719268799,55.43943643569946,69.20807361602783,38.49717676639557,51.5494167804718,3.123217821121216,98.59224557876588,98.00599217414856,76.70217752456665,54.72663640975952,67.03032851219177,42.37124919891357,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,52.751463651657104,35.62557101249695,71.10167741775513,55.23674488067627,92.60757565498352,85.68615913391113,97.50649929046632,95.21336555480956,94.86693739891052,90.82701802253725,75.84089040756226,64.21031355857849,72.83233404159546,60.9427809715271,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,46.57264947891235,23.154450953006744,99.37323927879332,98.9409327507019,59.07648205757141,32.23977982997894,45.405951142311096,6.110376119613648,73.19291830062866,59.00382399559021,53.635114431381226,31.45066499710083,54.06208634376526,26.44987404346466,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,74.90610480308533,66.94913506507874,46.36234641075134,11.366212368011476,74.41109418869019,54.3836236000061,48.10248017311096,15.042158961296082,63.670021295547485,40.247127413749695,66.00618362426758,34.336069226264954,66.57611727714539,48.516860604286194,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,26.201948523521423,4.479770362377167,67.07165241241455,45.29667496681213,85.9031081199646,71.87981009483337,98.48328232765198,96.9878911972046,98.85191321372986,98.12039136886597,79.61575984954834,63.93848657608032,91.96869134902954,88.40267658233643,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,99.55462217330933,99.147766828537,98.65083694458008,97.32891321182252,87.57595419883728,75.72383880615234,81.7168653011322,63.48336935043335,97.86836504936218,96.59727811813354,74.77231025695801,53.34968566894531,62.14115023612976,43.18917095661163,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.91653656959534,98.11258912086488,99.8881995677948,99.77833032608032,95.7020938396454,91.99132323265076,60.71171164512634,21.513283252716064,98.07587265968324,96.76165580749512,52.99800038337708,6.227430701255798,99.07055497169496,98.1581449508667,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80.41921854019165,66.9798195362091,63.07811141014099,38.37636709213257,90.91447591781616,84.32865142822266,89.27774429321289,78.61503958702087,39.758726954460144,0.3094047307968139,75.12253522872925,66.15042686462402,87.5212013721466,81.7485511302948,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,99.4915008544922,99.0586757659912,96.80272936820984,94.37931776046752,83.36090445518494,68.87495517730713,97.27256298065186,95.1235294342041,93.8020884990692,89.13195729255676,60.00823974609375,29.83420193195343,95.05427479743958,90.87787866592409,0
